"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
524018,ROGERS MEMORIAL HOSPITAL,34700 VALLEY RD,OCONOMOWOC,WI,53066,WAUKESHA,Hours of physical-restraint use,0.03,42.58,51030,,Hours of seclusion use,0.03,33.13,51030,,Patients discharged on multiple antipsychotic medications with appropriate justification,21,19,,Screening for metabolic disorders (SMD),35,448,,Alcohol use brief intervention provided or offered,96,303,,89,295,,Alcohol and other drug use disorder treatment provided or offered at discharge,77,433,,70,433,,Tobacco use treatment provided or offered,87,430,,81,423,,Tobacco use treatment provided or offered at discharge,43,361,,6,361,,Transition record with specified elements received by discharged patients (TR1),99,1268,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,64.6,246,,34.6,246,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,80.8,401,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,652,22.1,19.5,25.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),82,580,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),1.4,2275,,10/01/2023,12/31/2023
524019,NORWOOD HEALTH CENTER,1600 N CHESTNUT AVE,MARSHFIELD,WI,54449,WOOD,Hours of physical-restraint use,0.11,7.25,2806,,Hours of seclusion use,0.05,3.25,2806,,Patients discharged on multiple antipsychotic medications with appropriate justification,24,46,,Screening for metabolic disorders (SMD),100,203,,Alcohol use brief intervention provided or offered,100,64,,100,64,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,115,,97,115,,Tobacco use treatment provided or offered at discharge,60,92,,0,92,,Transition record with specified elements received by discharged patients (TR1),79,300,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,38.9,36,,22.2,36,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,74,18.2,13.2,25.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,73,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),7.5,107,,10/01/2023,12/31/2023
524025,FOND DU LAC COUNTY ACUTE PSYCH UNIT,459 E FIRST ST,FOND DU LAC,WI,54935,FOND DU LAC,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,47.4,57,,15.8,57,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,136,20.6,16.4,26.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),36,97,,10/01/2023,12/31/2023
524026,WAUKESHA COUNTY MENTAL HEALTH CTR,1501 AIRPORT RD,WAUKESHA,WI,53188,WAUKESHA,Hours of physical-restraint use,0.03,2.58,3823,,Hours of seclusion use,0.58,52.77,3823,,Patients discharged on multiple antipsychotic medications with appropriate justification,16,49,,Screening for metabolic disorders (SMD),17,241,,Alcohol use brief intervention provided or offered,71,174,,79,150,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,187,,83,187,,Tobacco use treatment provided or offered,74,249,,51,206,,Tobacco use treatment provided or offered at discharge,0,176,,0,176,,Transition record with specified elements received by discharged patients (TR1),0,511,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,66.7,15,,33.3,15,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,59,21.1,15.7,27.2,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),78,219,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),7.4,104,,10/01/2023,12/31/2023
524038,BELLIN PSYCHIATRIC CENTER,301 E ST JOSEPH ST,GREEN BAY,WI,54301,BROWN,Hours of physical-restraint use,0.01,1.93,8570,,Hours of seclusion use,0.00,0,8570,,Patients discharged on multiple antipsychotic medications with appropriate justification,77,13,,Screening for metabolic disorders (SMD),98,245,,Alcohol use brief intervention provided or offered,98,160,,97,158,,Alcohol and other drug use disorder treatment provided or offered at discharge,86,232,,81,232,,Tobacco use treatment provided or offered,63,158,,60,156,,Tobacco use treatment provided or offered at discharge,38,147,,5,147,,Transition record with specified elements received by discharged patients (TR1),0,645,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,55.6,36,,16.7,36,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,121,21.3,16.8,26.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),98,316,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),23.7,206,,10/01/2023,12/31/2023
524041,WILLOW CREEK BEHAVIORAL HEALTH,1351 ONTARIO RD,GREEN BAY,WI,54311,BROWN,Hours of physical-restraint use,0.05,21.78,16754,,Hours of seclusion use,0.00,0,16754,,Patients discharged on multiple antipsychotic medications with appropriate justification,8,13,,Screening for metabolic disorders (SMD),89,329,,Alcohol use brief intervention provided or offered,94,165,,97,158,,Alcohol and other drug use disorder treatment provided or offered at discharge,84,128,,63,128,,Tobacco use treatment provided or offered,88,193,,22,188,,Tobacco use treatment provided or offered at discharge,80,185,,21,185,,Transition record with specified elements received by discharged patients (TR1),99,581,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,69,58,,34.5,58,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,83.6,116,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,139,22.4,17.5,27.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),74,279,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),39.3,206,,10/01/2023,12/31/2023
524042,MIRAMONT BEHAVIORAL HEALTH,3169 DEMING WAY,MIDDLETON,WI,53562,DANE,Hours of physical-restraint use,0.02,1.52,3033,,Hours of seclusion use,0.02,1.25,3033,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),77,86,,Alcohol use brief intervention provided or offered,22,98,,44,45,,Alcohol and other drug use disorder treatment provided or offered at discharge,39,18,,33,18,,Tobacco use treatment provided or offered,25,116,,3,31,,Tobacco use treatment provided or offered at discharge,33,24,,8,24,,Transition record with specified elements received by discharged patients (TR1),0,543,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,48,25,,44,25,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,29,19.3,13.9,26.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),39,282,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),55.1,106,,10/01/2023,12/31/2023
524043,GRANITE HILLS HOSPITAL,1706 S 68TH ST,MILWAUKEE,WI,53214,MILWAUKEE,Hours of physical-restraint use,0.03,2.52,3873,,Hours of seclusion use,0.27,25.18,3873,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,31,,Screening for metabolic disorders (SMD),15,240,,Alcohol use brief intervention provided or offered,18,60,,4,55,,Alcohol and other drug use disorder treatment provided or offered at discharge,9,76,,0,76,,Tobacco use treatment provided or offered,54,147,,10,103,,Tobacco use treatment provided or offered at discharge,20,94,,1,94,,Transition record with specified elements received by discharged patients (TR1),83,328,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),0,366,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),5.6,142,,10/01/2023,12/31/2023
530002,CAMPBELL COUNTY HEALTH,501 SOUTH BURMA AVENUE,GILLETTE,WY,82716,CAMPBELL,Hours of physical-restraint use,0.01,1,4154,,Hours of seclusion use,0.62,62.23,4154,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),93,73,,Alcohol use brief intervention provided or offered,55,58,,52,56,,Alcohol and other drug use disorder treatment provided or offered at discharge,77,65,,75,65,,Tobacco use treatment provided or offered,77,132,,5,129,,Tobacco use treatment provided or offered at discharge,34,129,,0,129,,Transition record with specified elements received by discharged patients (TR1),77,381,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,75.9,29,,41.4,29,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,68,20,14.9,26.6,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),68,187,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),9.7,14,,10/01/2023,12/31/2023
530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,LARAMIE,Hours of physical-restraint use,0.15,7.1,1950,,Hours of seclusion use,0.00,0,1950,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,15,,Screening for metabolic disorders (SMD),97,132,,Alcohol use brief intervention provided or offered,88,118,,89,117,,Alcohol and other drug use disorder treatment provided or offered at discharge,35,99,,32,99,,Tobacco use treatment provided or offered,81,220,,66,219,,Tobacco use treatment provided or offered at discharge,84,199,,23,199,,Transition record with specified elements received by discharged patients (TR1),53,480,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,61.4,44,,31.8,44,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,76.5,85,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,116,19.4,15.0,24.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),91,238,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),22.4,2877,,10/01/2023,12/31/2023
530025,IVINSON MEMORIAL HOSPITAL,255 N 30TH,LARAMIE,WY,82072,ALBANY,Hours of physical-restraint use,0.00,0,1762,,Hours of seclusion use,0.00,0,1762,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),76,33,,Alcohol use brief intervention provided or offered,100,83,,99,83,,Alcohol and other drug use disorder treatment provided or offered at discharge,87,143,,85,143,,Tobacco use treatment provided or offered,94,118,,72,118,,Tobacco use treatment provided or offered at discharge,82,108,,78,108,,Transition record with specified elements received by discharged patients (TR1),95,313,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,42.3,26,,34.6,26,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,66,19.3,14.1,26.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),92,132,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),18.4,25,,10/01/2023,12/31/2023
534004,WYOMING BEHAVIORAL INSTITUTE,2521 EAST 15TH STREET,CASPER,WY,82609,NATRONA,Hours of physical-restraint use,0.06,34.28,24456,,Hours of seclusion use,0.19,109.68,24456,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),93,523,,Alcohol use brief intervention provided or offered,93,120,,99,113,,Alcohol and other drug use disorder treatment provided or offered at discharge,65,157,,56,157,,Tobacco use treatment provided or offered,100,230,,66,229,,Tobacco use treatment provided or offered at discharge,99,185,,0,185,,Transition record with specified elements received by discharged patients (TR1),93,716,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,52.8,106,,25.5,106,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,60.5,177,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,256,15,12.0,18.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),94,322,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,280,,10/01/2023,12/31/2023
